archive/trillionnium-nakama-main-2026-08-28-7f0d4be	7f0d4be3e023aee86782bd3eb44a35f5dc991b15	ancestor
chore/nakama-runtime-bootstrap-v1	7f0d4be3e023aee86782bd3eb44a35f5dc991b15	ancestor
feature/game-world-command-deployed-fault-harness-v1	278e2bfd27c2f90c54aa845b2501026a2b060168	ancestor
feature/game-world-command-deployed-runtime-v1	44ad02d52ff0dd5b43f5653f8875fb376710b6d9	ancestor
feature/game-world-command-fault-delivery-v1	278e2bfd27c2f90c54aa845b2501026a2b060168	ancestor
feature/game-world-command-fault-evidence-v1	278e2bfd27c2f90c54aa845b2501026a2b060168	ancestor
feature/game-world-command-fault-evidence-v1-canonical	278e2bfd27c2f90c54aa845b2501026a2b060168	ancestor
feature/game-world-command-fault-evidence-v1-review	278e2bfd27c2f90c54aa845b2501026a2b060168	ancestor
feature/game-world-command-fault-harness-v1	278e2bfd27c2f90c54aa845b2501026a2b060168	ancestor
feature/game-world-command-fault-harness-v1-final	278e2bfd27c2f90c54aa845b2501026a2b060168	ancestor
feature/game-world-command-fault-harness-v1-locked	278e2bfd27c2f90c54aa845b2501026a2b060168	ancestor
feature/game-world-command-fault-harness-v1-pr	278e2bfd27c2f90c54aa845b2501026a2b060168	ancestor
feature/game-world-command-fault-harness-v1-review	278e2bfd27c2f90c54aa845b2501026a2b060168	ancestor
feature/game-world-command-fault-harness-v1-source	278e2bfd27c2f90c54aa845b2501026a2b060168	ancestor
feature/game-world-command-fault-matrix-v1	278e2bfd27c2f90c54aa845b2501026a2b060168	ancestor
feature/game-world-command-runtime-v1	278e2bfd27c2f90c54aa845b2501026a2b060168	ancestor
feature/nakama-authoritative-match-evidence-v1	b8d95fd7a29364a7014980e35dd9f4eb9b56b9fc	ancestor
feature/nakama-authority-core-v1	b764004d9a283a8916e7758307d5027ffc321eee	ancestor
feature/nakama-authority-world-transition-v1	ba7abe0e950a4656e2bc0e3fb4edb4c4fecd4b73	ancestor
feature/nakama-paper-raid-v1	d40d5cf97d7a345cc30f472274d01a1782549c58	ancestor
feature/nakama-world-runtime-v1-consumer	c50a3e7ecb736bd375e77d69e12f83283a6d7054	ancestor
feature/nakama-world-transition-v1-adapter	b764004d9a283a8916e7758307d5027ffc321eee	ancestor
feature/trillionniumgame-sg1-config-cli-denominator-v1	f071b1b91fc728021efaf0166637935a481a7b3f	ancestor
feature/trillionniumgame-sg1-console-provider-ops-denominators-v1	ce5da66b3a2b7863ce5e92f72ee76cdad59867c7	ancestor
feature/trillionniumgame-sg1-database-data-denominator-v1	1283facc4de15cc7e3747011282d904baaa5da97	ancestor
feature/trillionniumgame-sg1-denominator-review-lock-v1	87953aad7e5a95a8d1974c1620dc0c5636e62161	ancestor
feature/trillionniumgame-sg1-runtime-denominator-v1	82a509eaa9565c6c65a194010d02a01c3eadb73e	ancestor
feature/trillionniumgame-sg1-sdk-denominator-v1	84156d318ca4b93bf8b62804cfbc08e025a00c6a	ancestor
feature/trillionniumgame-sg2-differential-engine-v1	24ef2c4c8401f99a322ada86047eddd771fe16d7	ancestor
feature/trillionniumgame-sg2-hook-inventory-v1	61cdd2a025086fdecc33b942ad38d74114324ccf	ancestor
feature/trillionniumgame-sg2-immutable-oracle-bootstrap-v1	4037675d868fa7ec8b280933694e16b6c29e27dc	ancestor
feature/trillionniumgame-sg2-instrumented-build-provenance-v1	7263ec2876a4854a490a80a16b1332592bd5dac6	ancestor
feature/trillionniumgame-sg3-query-core-v1	fea51c020b442a98839a4568237908f1636db1e0	ancestor
feature/trillionniumgame-sg3-runtime-engine-conformance-v1	1296c632253ce5947cf44d81c1e2d610a11047f4	ancestor
feature/trillionniumgame-v3-foundation	176116d3290d6e3ffff2818515bbb5b235e4f281	ancestor
feature/trillionniumgame-w0-api-rtapi-denominator-v1	ee69835b3ac3437c63e491fb084839a44c9e125d	ancestor
feature/trillionniumgame-w0-pinned-source-fetch-v1	06085b230d52b91c155798934d56eafce084a51d	ancestor
feature/trillionniumgame-w1-persistence-outbox-core-v1	679db34685774d88fecd405124c79deac3814153	ancestor
feature/trillionniumgame-w1-pgwire-persistence-adapter-v1	bcee51bc0c80ced445b19b0111cadf04f9540280	ancestor
feature/trillionniumgame-w1-rust-foundation-v1	3d258cbfb27beba7cdab95361a8222302a598ffb	ancestor
feature/trillionniumgame-w2-canonical-framing-core-v1	a844eba13c327c4926a572eda15d6010f1b79cb0	ancestor
feature/trillionniumgame-w2-transport-error-core-v1	d26324f52df2ffc059e0bde5b446ea082f0e9d18	ancestor
feature/trillionniumgame-w3-token-policy-core-v1	f16628407912ffb4f55fb189942f829caea8a479	ancestor
feature/trillionniumgame-w4-storage-core-v1	b8886cbd8a0fd58e3b04899bcc720dbe9b4eb650	ancestor
feature/trillionniumgame-w6-presence-router-core-v1	f8f3435b7944087ea1168049e3041a2aaefde861	ancestor
integration/all-branches-main-v1	63626c9b4fdc8b9e87cf1fdd14c1b0e149697aa2	self-or-target
main	41536ea2bee578c33b15ec00b3f2cef4ea4309ce	self-or-target
